RMSE,MAE,MAPE (%),R2
226.2538299560547,168.93209838867188,2.8151169840693697,0.9504079818725586
226.85365250128473,172.92322181982212,2.894094723628068,0.9501447085209326
298.14263675845325,231.33431564836164,3.9351226987182257,0.913887165738606
876.3124932719412,657.6388239875389,11.164753838440642,0.25606033617159385
4318.08667312296,3705.503528318775,,-17.063521406459515
