PJMW_MW,Hour,DayOfWeek,Month,Year,DayOfYear,weekofyear,Is_Holiday
5088,19,4,10,2012,300,43,0
5166,20,4,10,2012,300,43,0
5025,21,4,10,2012,300,43,0
4812,22,4,10,2012,300,43,0
4501,23,4,10,2012,300,43,0
4150,0,5,10,2012,301,43,0
3877,1,5,10,2012,301,43,0
3692,2,5,10,2012,301,43,0
3583,3,5,10,2012,301,43,0
3564,4,5,10,2012,301,43,0
3577,5,5,10,2012,301,43,0
3656,6,5,10,2012,301,43,0
3757,7,5,10,2012,301,43,0
4079,8,5,10,2012,301,43,0
4297,9,5,10,2012,301,43,0
4489,10,5,10,2012,301,43,0
4579,11,5,10,2012,301,43,0
4567,12,5,10,2012,301,43,0
4563,13,5,10,2012,301,43,0
4521,14,5,10,2012,301,43,0
4463,15,5,10,2012,301,43,0
4443,16,5,10,2012,301,43,0
4502,17,5,10,2012,301,43,0
4583,18,5,10,2012,301,43,0
4766,19,5,10,2012,301,43,0
4795,20,5,10,2012,301,43,0
4710,21,5,10,2012,301,43,0
4557,22,5,10,2012,301,43,0
4318,23,5,10,2012,301,43,0
4050,0,6,10,2012,302,43,0
3805,1,6,10,2012,302,43,0
3664,2,6,10,2012,302,43,0
3580,3,6,10,2012,302,43,0
3556,4,6,10,2012,302,43,0
3539,5,6,10,2012,302,43,0
3597,6,6,10,2012,302,43,0
3748,7,6,10,2012,302,43,0
3992,8,6,10,2012,302,43,0
4230,9,6,10,2012,302,43,0
4443,10,6,10,2012,302,43,0
4562,11,6,10,2012,302,43,0
4641,12,6,10,2012,302,43,0
4718,13,6,10,2012,302,43,0
4689,14,6,10,2012,302,43,0
4694,15,6,10,2012,302,43,0
4699,16,6,10,2012,302,43,0
4807,17,6,10,2012,302,43,0
4924,18,6,10,2012,302,43,0
5180,19,6,10,2012,302,43,0
5243,20,6,10,2012,302,43,0
5149,21,6,10,2012,302,43,0
4921,22,6,10,2012,302,43,0
4679,23,6,10,2012,302,43,0
4461,0,0,10,2012,303,44,0
4245,1,0,10,2012,303,44,0
4135,2,0,10,2012,303,44,0
4056,3,0,10,2012,303,44,0
4064,4,0,10,2012,303,44,0
4179,5,0,10,2012,303,44,0
4477,6,0,10,2012,303,44,0
4981,7,0,10,2012,303,44,0
5359,8,0,10,2012,303,44,0
5490,9,0,10,2012,303,44,0
5577,10,0,10,2012,303,44,0
5696,11,0,10,2012,303,44,0
5775,12,0,10,2012,303,44,0
5807,13,0,10,2012,303,44,0
5824,14,0,10,2012,303,44,0
5765,15,0,10,2012,303,44,0
5748,16,0,10,2012,303,44,0
5840,17,0,10,2012,303,44,0
5873,18,0,10,2012,303,44,0
6061,19,0,10,2012,303,44,0
5820,20,0,10,2012,303,44,0
5941,21,0,10,2012,303,44,0
5749,22,0,10,2012,303,44,0
5522,23,0,10,2012,303,44,0
5416,0,1,10,2012,304,44,0
4501,1,1,10,2012,304,44,0
4364,2,1,10,2012,304,44,0
4254,3,1,10,2012,304,44,0
4269,4,1,10,2012,304,44,0
4307,5,1,10,2012,304,44,0
4485,6,1,10,2012,304,44,0
4768,7,1,10,2012,304,44,0
5044,8,1,10,2012,304,44,0
5168,9,1,10,2012,304,44,0
5293,10,1,10,2012,304,44,0
5423,11,1,10,2012,304,44,0
5493,12,1,10,2012,304,44,0
5498,13,1,10,2012,304,44,0
5483,14,1,10,2012,304,44,0
5432,15,1,10,2012,304,44,0
5433,16,1,10,2012,304,44,0
5484,17,1,10,2012,304,44,0
5553,18,1,10,2012,304,44,0
5777,19,1,10,2012,304,44,0
5858,20,1,10,2012,304,44,0
5743,21,1,10,2012,304,44,0
5433,22,1,10,2012,304,44,0
5134,23,1,10,2012,304,44,0
4874,0,2,10,2012,305,44,0
4601,1,2,10,2012,305,44,0
4551,2,2,10,2012,305,44,0
4511,3,2,10,2012,305,44,0
4499,4,2,10,2012,305,44,0
4633,5,2,10,2012,305,44,0
4846,6,2,10,2012,305,44,0
5294,7,2,10,2012,305,44,0
5599,8,2,10,2012,305,44,0
5655,9,2,10,2012,305,44,0
5617,10,2,10,2012,305,44,0
5661,11,2,10,2012,305,44,0
5619,12,2,10,2012,305,44,0
5550,13,2,10,2012,305,44,0
5493,14,2,10,2012,305,44,0
5377,15,2,10,2012,305,44,0
5420,16,2,10,2012,305,44,0
5517,17,2,10,2012,305,44,0
5642,18,2,10,2012,305,44,0
5737,19,2,10,2012,305,44,0
5862,20,2,10,2012,305,44,0
5774,21,2,10,2012,305,44,0
5547,22,2,10,2012,305,44,0
5183,23,2,10,2012,305,44,0
4897,0,3,11,2012,306,44,0
4631,1,3,11,2012,306,44,0
4514,2,3,11,2012,306,44,0
4460,3,3,11,2012,306,44,0
4435,4,3,11,2012,306,44,0
4560,5,3,11,2012,306,44,0
4810,6,3,11,2012,306,44,0
5354,7,3,11,2012,306,44,0
5579,8,3,11,2012,306,44,0
5581,9,3,11,2012,306,44,0
5561,10,3,11,2012,306,44,0
5442,11,3,11,2012,306,44,0
5506,12,3,11,2012,306,44,0
5537,13,3,11,2012,306,44,0
5473,14,3,11,2012,306,44,0
5450,15,3,11,2012,306,44,0
5433,16,3,11,2012,306,44,0
5489,17,3,11,2012,306,44,0
5548,18,3,11,2012,306,44,0
5843,19,3,11,2012,306,44,0
5960,20,3,11,2012,306,44,0
5884,21,3,11,2012,306,44,0
5630,22,3,11,2012,306,44,0
5372,23,3,11,2012,306,44,0
5015,0,4,11,2012,307,44,0
4758,1,4,11,2012,307,44,0
4727,2,4,11,2012,307,44,0
4663,3,4,11,2012,307,44,0
4746,4,4,11,2012,307,44,0
4787,5,4,11,2012,307,44,0
5120,6,4,11,2012,307,44,0
5572,7,4,11,2012,307,44,0
5843,8,4,11,2012,307,44,0
5775,9,4,11,2012,307,44,0
5802,10,4,11,2012,307,44,0
5715,11,4,11,2012,307,44,0
5686,12,4,11,2012,307,44,0
5611,13,4,11,2012,307,44,0
5643,14,4,11,2012,307,44,0
5529,15,4,11,2012,307,44,0
5483,16,4,11,2012,307,44,0
5552,17,4,11,2012,307,44,0
5590,18,4,11,2012,307,44,0
5861,19,4,11,2012,307,44,0
5909,20,4,11,2012,307,44,0
5850,21,4,11,2012,307,44,0
5665,22,4,11,2012,307,44,0
5381,23,4,11,2012,307,44,0
5045,0,5,11,2012,308,44,0
4840,1,5,11,2012,308,44,0
4626,2,5,11,2012,308,44,0
4573,3,5,11,2012,308,44,0
4548,4,5,11,2012,308,44,0
4600,5,5,11,2012,308,44,0
4659,6,5,11,2012,308,44,0
4834,7,5,11,2012,308,44,0
5106,8,5,11,2012,308,44,0
5240,9,5,11,2012,308,44,0
5421,10,5,11,2012,308,44,0
5490,11,5,11,2012,308,44,0
5495,12,5,11,2012,308,44,0
5410,13,5,11,2012,308,44,0
5338,14,5,11,2012,308,44,0
5247,15,5,11,2012,308,44,0
5165,16,5,11,2012,308,44,0
5164,17,5,11,2012,308,44,0
5240,18,5,11,2012,308,44,0
5471,19,5,11,2012,308,44,0
5558,20,5,11,2012,308,44,0
5513,21,5,11,2012,308,44,0
5351,22,5,11,2012,308,44,0
5080,23,5,11,2012,308,44,0
4824,0,6,11,2012,309,44,0
4533,1,6,11,2012,309,44,0
4325,3,6,11,2012,309,44,0
4331,4,6,11,2012,309,44,0
4375,5,6,11,2012,309,44,0
4496,6,6,11,2012,309,44,0
4669,7,6,11,2012,309,44,0
4882,8,6,11,2012,309,44,0
5109,9,6,11,2012,309,44,0
5166,10,6,11,2012,309,44,0
5139,11,6,11,2012,309,44,0
5052,12,6,11,2012,309,44,0
5018,13,6,11,2012,309,44,0
4935,14,6,11,2012,309,44,0
4922,15,6,11,2012,309,44,0
4920,16,6,11,2012,309,44,0
5114,17,6,11,2012,309,44,0
5520,18,6,11,2012,309,44,0
5690,19,6,11,2012,309,44,0
5530,20,6,11,2012,309,44,0
5571,21,6,11,2012,309,44,0
5351,22,6,11,2012,309,44,0
5098,23,6,11,2012,309,44,0
4898,0,0,11,2012,310,45,0
4711,1,0,11,2012,310,45,0
4638,2,0,11,2012,310,45,0
4603,3,0,11,2012,310,45,0
4670,4,0,11,2012,310,45,0
4828,5,0,11,2012,310,45,0
5133,6,0,11,2012,310,45,0
5648,7,0,11,2012,310,45,0
5876,8,0,11,2012,310,45,0
5901,9,0,11,2012,310,45,0
5894,10,0,11,2012,310,45,0
5847,11,0,11,2012,310,45,0
5814,12,0,11,2012,310,45,0
5678,13,0,11,2012,310,45,0
5625,14,0,11,2012,310,45,0
5545,15,0,11,2012,310,45,0
5539,16,0,11,2012,310,45,0
5640,17,0,11,2012,310,45,0
6134,18,0,11,2012,310,45,0
6291,19,0,11,2012,310,45,0
6230,20,0,11,2012,310,45,0
6154,21,0,11,2012,310,45,0
5951,22,0,11,2012,310,45,0
5682,23,0,11,2012,310,45,0
5384,0,1,11,2012,311,45,0
5216,1,1,11,2012,311,45,0
5204,2,1,11,2012,311,45,0
5214,3,1,11,2012,311,45,0
5297,4,1,11,2012,311,45,0
5482,5,1,11,2012,311,45,0
5813,6,1,11,2012,311,45,0
6331,7,1,11,2012,311,45,0
6457,8,1,11,2012,311,45,0
6368,9,1,11,2012,311,45,0
6190,10,1,11,2012,311,45,0
6001,11,1,11,2012,311,45,0
5810,12,1,11,2012,311,45,0
5723,13,1,11,2012,311,45,0
5654,14,1,11,2012,311,45,0
5511,15,1,11,2012,311,45,0
5456,16,1,11,2012,311,45,0
5591,17,1,11,2012,311,45,0
6060,18,1,11,2012,311,45,0
6365,19,1,11,2012,311,45,0
6379,20,1,11,2012,311,45,0
6315,21,1,11,2012,311,45,0
6101,22,1,11,2012,311,45,0
5806,23,1,11,2012,311,45,0
5501,0,2,11,2012,312,45,0
5293,1,2,11,2012,312,45,0
5195,2,2,11,2012,312,45,0
5141,3,2,11,2012,312,45,0
5191,4,2,11,2012,312,45,0
5294,5,2,11,2012,312,45,0
5633,6,2,11,2012,312,45,0
6129,7,2,11,2012,312,45,0
6351,8,2,11,2012,312,45,0
6273,9,2,11,2012,312,45,0
6238,10,2,11,2012,312,45,0
6215,11,2,11,2012,312,45,0
6122,12,2,11,2012,312,45,0
6136,13,2,11,2012,312,45,0
6047,14,2,11,2012,312,45,0
5933,15,2,11,2012,312,45,0
6019,16,2,11,2012,312,45,0
6185,17,2,11,2012,312,45,0
6551,18,2,11,2012,312,45,0
6604,19,2,11,2012,312,45,0
6580,20,2,11,2012,312,45,0
6465,21,2,11,2012,312,45,0
6196,22,2,11,2012,312,45,0
5824,23,2,11,2012,312,45,0
5502,0,3,11,2012,313,45,0
5314,1,3,11,2012,313,45,0
5181,2,3,11,2012,313,45,0
5148,3,3,11,2012,313,45,0
5199,4,3,11,2012,313,45,0
5364,5,3,11,2012,313,45,0
5708,6,3,11,2012,313,45,0
6247,7,3,11,2012,313,45,0
6396,8,3,11,2012,313,45,0
6381,9,3,11,2012,313,45,0
6173,10,3,11,2012,313,45,0
6021,11,3,11,2012,313,45,0
5954,12,3,11,2012,313,45,0
5792,13,3,11,2012,313,45,0
5742,14,3,11,2012,313,45,0
5571,15,3,11,2012,313,45,0
5590,16,3,11,2012,313,45,0
5729,17,3,11,2012,313,45,0
6176,18,3,11,2012,313,45,0
6325,19,3,11,2012,313,45,0
6363,20,3,11,2012,313,45,0
6279,21,3,11,2012,313,45,0
6109,22,3,11,2012,313,45,0
5784,23,3,11,2012,313,45,0
5452,0,4,11,2012,314,45,0
5289,1,4,11,2012,314,45,0
5200,2,4,11,2012,314,45,0
5159,3,4,11,2012,314,45,0
5137,4,4,11,2012,314,45,0
5252,5,4,11,2012,314,45,0
5671,6,4,11,2012,314,45,0
6216,7,4,11,2012,314,45,0
6363,8,4,11,2012,314,45,0
6247,9,4,11,2012,314,45,0
6031,10,4,11,2012,314,45,0
5836,11,4,11,2012,314,45,0
5739,12,4,11,2012,314,45,0
5624,13,4,11,2012,314,45,0
5507,14,4,11,2012,314,45,0
5316,15,4,11,2012,314,45,0
5299,16,4,11,2012,314,45,0
5160,17,4,11,2012,314,45,0
5634,18,4,11,2012,314,45,0
5840,19,4,11,2012,314,45,0
5877,20,4,11,2012,314,45,0
5821,21,4,11,2012,314,45,0
5567,22,4,11,2012,314,45,0
5316,23,4,11,2012,314,45,0
5046,0,5,11,2012,315,45,0
4840,1,5,11,2012,315,45,0
4756,2,5,11,2012,315,45,0
4713,3,5,11,2012,315,45,0
4726,4,5,11,2012,315,45,0
4817,5,5,11,2012,315,45,0
4955,6,5,11,2012,315,45,0
5136,7,5,11,2012,315,45,0
5290,8,5,11,2012,315,45,0
5422,9,5,11,2012,315,45,0
5427,10,5,11,2012,315,45,0
5317,11,5,11,2012,315,45,0
5157,12,5,11,2012,315,45,0
4981,13,5,11,2012,315,45,0
4812,14,5,11,2012,315,45,0
4718,15,5,11,2012,315,45,0
4674,16,5,11,2012,315,45,0
4718,17,5,11,2012,315,45,0
4889,18,5,11,2012,315,45,0
5195,19,5,11,2012,315,45,0
5093,20,5,11,2012,315,45,0
4781,21,5,11,2012,315,45,0
4903,22,5,11,2012,315,45,0
4717,23,5,11,2012,315,45,0
4472,0,6,11,2012,316,45,1
4316,1,6,11,2012,316,45,1
4213,2,6,11,2012,316,45,1
4167,3,6,11,2012,316,45,1
4192,4,6,11,2012,316,45,1
4272,5,6,11,2012,316,45,1
4407,6,6,11,2012,316,45,1
4601,7,6,11,2012,316,45,1
4789,8,6,11,2012,316,45,1
4933,9,6,11,2012,316,45,1
4890,10,6,11,2012,316,45,1
4764,11,6,11,2012,316,45,1
4662,12,6,11,2012,316,45,1
4605,13,6,11,2012,316,45,1
4524,14,6,11,2012,316,45,1
4461,15,6,11,2012,316,45,1
4455,16,6,11,2012,316,45,1
4578,17,6,11,2012,316,45,1
5048,18,6,11,2012,316,45,1
5147,19,6,11,2012,316,45,1
5091,20,6,11,2012,316,45,1
5020,21,6,11,2012,316,45,1
4845,22,6,11,2012,316,45,1
4594,23,6,11,2012,316,45,1
4362,0,0,11,2012,317,46,1
4244,1,0,11,2012,317,46,1
4068,2,0,11,2012,317,46,1
4075,3,0,11,2012,317,46,1
4046,4,0,11,2012,317,46,1
4159,5,0,11,2012,317,46,1
4492,6,0,11,2012,317,46,1
4946,7,0,11,2012,317,46,1
5158,8,0,11,2012,317,46,1
5212,9,0,11,2012,317,46,1
5304,10,0,11,2012,317,46,1
5378,11,0,11,2012,317,46,1
5328,12,0,11,2012,317,46,1
5246,13,0,11,2012,317,46,1
5249,14,0,11,2012,317,46,1
5207,15,0,11,2012,317,46,1
5237,16,0,11,2012,317,46,1
5406,17,0,11,2012,317,46,1
5739,18,0,11,2012,317,46,1
5763,19,0,11,2012,317,46,1
5723,20,0,11,2012,317,46,1
5616,21,0,11,2012,317,46,1
5310,22,0,11,2012,317,46,1
5036,23,0,11,2012,317,46,1
4705,0,1,11,2012,318,46,0
4536,1,1,11,2012,318,46,0
4397,2,1,11,2012,318,46,0
4413,3,1,11,2012,318,46,0
4461,4,1,11,2012,318,46,0
4639,5,1,11,2012,318,46,0
5008,6,1,11,2012,318,46,0
5627,7,1,11,2012,318,46,0
5877,8,1,11,2012,318,46,0
5962,9,1,11,2012,318,46,0
5932,10,1,11,2012,318,46,0
5879,11,1,11,2012,318,46,0
5699,12,1,11,2012,318,46,0
5741,13,1,11,2012,318,46,0
5618,14,1,11,2012,318,46,0
5647,15,1,11,2012,318,46,0
5628,16,1,11,2012,318,46,0
5828,17,1,11,2012,318,46,0
6303,18,1,11,2012,318,46,0
6430,19,1,11,2012,318,46,0
6522,20,1,11,2012,318,46,0
6409,21,1,11,2012,318,46,0
6183,22,1,11,2012,318,46,0
5801,23,1,11,2012,318,46,0
5500,0,2,11,2012,319,46,0
5325,1,2,11,2012,319,46,0
5241,2,2,11,2012,319,46,0
5189,3,2,11,2012,319,46,0
5227,4,2,11,2012,319,46,0
5388,5,2,11,2012,319,46,0
5736,6,2,11,2012,319,46,0
6289,7,2,11,2012,319,46,0
6522,8,2,11,2012,319,46,0
6420,9,2,11,2012,319,46,0
6316,10,2,11,2012,319,46,0
6268,11,2,11,2012,319,46,0
6007,12,2,11,2012,319,46,0
5889,13,2,11,2012,319,46,0
5836,14,2,11,2012,319,46,0
5722,15,2,11,2012,319,46,0
5706,16,2,11,2012,319,46,0
5926,17,2,11,2012,319,46,0
6430,18,2,11,2012,319,46,0
6588,19,2,11,2012,319,46,0
6621,20,2,11,2012,319,46,0
6597,21,2,11,2012,319,46,0
6338,22,2,11,2012,319,46,0
6049,23,2,11,2012,319,46,0
5681,0,3,11,2012,320,46,0
5535,1,3,11,2012,320,46,0
5475,2,3,11,2012,320,46,0
5424,3,3,11,2012,320,46,0
5471,4,3,11,2012,320,46,0
5604,5,3,11,2012,320,46,0
5919,6,3,11,2012,320,46,0
6508,7,3,11,2012,320,46,0
6629,8,3,11,2012,320,46,0
6593,9,3,11,2012,320,46,0
6407,10,3,11,2012,320,46,0
6342,11,3,11,2012,320,46,0
6164,12,3,11,2012,320,46,0
5987,13,3,11,2012,320,46,0
5872,14,3,11,2012,320,46,0
5736,15,3,11,2012,320,46,0
5698,16,3,11,2012,320,46,0
5877,17,3,11,2012,320,46,0
6355,18,3,11,2012,320,46,0
6543,19,3,11,2012,320,46,0
6559,20,3,11,2012,320,46,0
6500,21,3,11,2012,320,46,0
6302,22,3,11,2012,320,46,0
5889,23,3,11,2012,320,46,0
5549,0,4,11,2012,321,46,0
5400,1,4,11,2012,321,46,0
5306,2,4,11,2012,321,46,0
5221,3,4,11,2012,321,46,0
5266,4,4,11,2012,321,46,0
5365,5,4,11,2012,321,46,0
5741,6,4,11,2012,321,46,0
6317,7,4,11,2012,321,46,0
6524,8,4,11,2012,321,46,0
6378,9,4,11,2012,321,46,0
6136,10,4,11,2012,321,46,0
5977,11,4,11,2012,321,46,0
5769,12,4,11,2012,321,46,0
5564,13,4,11,2012,321,46,0
5468,14,4,11,2012,321,46,0
5373,15,4,11,2012,321,46,0
5277,16,4,11,2012,321,46,0
5437,17,4,11,2012,321,46,0
5822,18,4,11,2012,321,46,0
5939,19,4,11,2012,321,46,0
5924,20,4,11,2012,321,46,0
5890,21,4,11,2012,321,46,0
5735,22,4,11,2012,321,46,0
5535,23,4,11,2012,321,46,0
5249,0,5,11,2012,322,46,0
5071,1,5,11,2012,322,46,0
5025,2,5,11,2012,322,46,0
4963,3,5,11,2012,322,46,0
5001,4,5,11,2012,322,46,0
5102,5,5,11,2012,322,46,0
5296,6,5,11,2012,322,46,0
5547,7,5,11,2012,322,46,0
5733,8,5,11,2012,322,46,0
5802,9,5,11,2012,322,46,0
5719,10,5,11,2012,322,46,0
5552,11,5,11,2012,322,46,0
5357,12,5,11,2012,322,46,0
5147,13,5,11,2012,322,46,0
4968,14,5,11,2012,322,46,0
4831,15,5,11,2012,322,46,0
4775,16,5,11,2012,322,46,0
4890,17,5,11,2012,322,46,0
5375,18,5,11,2012,322,46,0
5525,19,5,11,2012,322,46,0
5530,20,5,11,2012,322,46,0
5500,21,5,11,2012,322,46,0
5403,22,5,11,2012,322,46,0
5203,23,5,11,2012,322,46,0
4998,0,6,11,2012,323,46,0
4822,1,6,11,2012,323,46,0
4751,2,6,11,2012,323,46,0
4704,3,6,11,2012,323,46,0
4715,4,6,11,2012,323,46,0
4750,5,6,11,2012,323,46,0
4893,6,6,11,2012,323,46,0
5103,7,6,11,2012,323,46,0
5311,8,6,11,2012,323,46,0
5445,9,6,11,2012,323,46,0
5376,10,6,11,2012,323,46,0
5241,11,6,11,2012,323,46,0
5031,12,6,11,2012,323,46,0
4950,13,6,11,2012,323,46,0
4812,14,6,11,2012,323,46,0
4732,15,6,11,2012,323,46,0
4722,16,6,11,2012,323,46,0
4922,17,6,11,2012,323,46,0
5424,18,6,11,2012,323,46,0
5589,19,6,11,2012,323,46,0
5594,20,6,11,2012,323,46,0
5532,21,6,11,2012,323,46,0
5325,22,6,11,2012,323,46,0
5125,23,6,11,2012,323,46,0
4894,0,0,11,2012,324,47,0
4744,1,0,11,2012,324,47,0
4678,2,0,11,2012,324,47,0
4653,3,0,11,2012,324,47,0
4700,4,0,11,2012,324,47,0
4866,5,0,11,2012,324,47,0
5234,6,0,11,2012,324,47,0
5786,7,0,11,2012,324,47,0
5911,8,0,11,2012,324,47,0
5906,9,0,11,2012,324,47,0
5813,10,0,11,2012,324,47,0
5711,11,0,11,2012,324,47,0
5612,12,0,11,2012,324,47,0
5479,13,0,11,2012,324,47,0
5349,14,0,11,2012,324,47,0
5253,15,0,11,2012,324,47,0
5242,16,0,11,2012,324,47,0
5407,17,0,11,2012,324,47,0
5914,18,0,11,2012,324,47,0
6069,19,0,11,2012,324,47,0
6081,20,0,11,2012,324,47,0
6057,21,0,11,2012,324,47,0
5815,22,0,11,2012,324,47,0
5517,23,0,11,2012,324,47,0
5247,0,1,11,2012,325,47,0
5028,1,1,11,2012,325,47,0
4945,2,1,11,2012,325,47,0
4911,3,1,11,2012,325,47,0
4941,4,1,11,2012,325,47,0
5097,5,1,11,2012,325,47,0
5427,6,1,11,2012,325,47,0
5972,7,1,11,2012,325,47,0
6141,8,1,11,2012,325,47,0
6100,9,1,11,2012,325,47,0
5961,10,1,11,2012,325,47,0
5799,11,1,11,2012,325,47,0
5661,12,1,11,2012,325,47,0
5477,13,1,11,2012,325,47,0
5461,14,1,11,2012,325,47,0
5350,15,1,11,2012,325,47,0
5413,16,1,11,2012,325,47,0
5504,17,1,11,2012,325,47,0
5893,18,1,11,2012,325,47,0
6012,19,1,11,2012,325,47,0
6015,20,1,11,2012,325,47,0
5943,21,1,11,2012,325,47,0
5764,22,1,11,2012,325,47,0
5444,23,1,11,2012,325,47,0
5136,0,2,11,2012,326,47,0
4960,1,2,11,2012,326,47,0
4892,2,2,11,2012,326,47,0
4879,3,2,11,2012,326,47,0
4948,4,2,11,2012,326,47,0
5106,5,2,11,2012,326,47,0
5411,6,2,11,2012,326,47,0
5932,7,2,11,2012,326,47,0
6198,8,2,11,2012,326,47,0
6158,9,2,11,2012,326,47,0
6001,10,2,11,2012,326,47,0
5791,11,2,11,2012,326,47,0
5600,12,2,11,2012,326,47,0
5439,13,2,11,2012,326,47,0
5338,14,2,11,2012,326,47,0
5208,15,2,11,2012,326,47,0
5144,16,2,11,2012,326,47,0
5217,17,2,11,2012,326,47,0
5689,18,2,11,2012,326,47,0
5824,19,2,11,2012,326,47,0
5868,20,2,11,2012,326,47,0
5799,21,2,11,2012,326,47,0
5661,22,2,11,2012,326,47,0
5359,23,2,11,2012,326,47,0
5040,0,3,11,2012,327,47,1
4807,1,3,11,2012,327,47,1
4689,2,3,11,2012,327,47,1
4674,3,3,11,2012,327,47,1
4693,4,3,11,2012,327,47,1
4762,5,3,11,2012,327,47,1
4916,6,3,11,2012,327,47,1
5151,7,3,11,2012,327,47,1
5337,8,3,11,2012,327,47,1
5514,9,3,11,2012,327,47,1
5506,10,3,11,2012,327,47,1
5407,11,3,11,2012,327,47,1
5265,12,3,11,2012,327,47,1
4966,13,3,11,2012,327,47,1
4641,14,3,11,2012,327,47,1
4399,15,3,11,2012,327,47,1
4243,16,3,11,2012,327,47,1
4207,17,3,11,2012,327,47,1
4489,18,3,11,2012,327,47,1
4611,19,3,11,2012,327,47,1
4682,20,3,11,2012,327,47,1
4735,21,3,11,2012,327,47,1
4750,22,3,11,2012,327,47,1
4654,23,3,11,2012,327,47,1
4523,0,4,11,2012,328,47,0
4425,1,4,11,2012,328,47,0
4379,2,4,11,2012,328,47,0
4398,3,4,11,2012,328,47,0
4441,4,4,11,2012,328,47,0
4530,5,4,11,2012,328,47,0
4682,6,4,11,2012,328,47,0
4936,7,4,11,2012,328,47,0
5078,8,4,11,2012,328,47,0
5157,9,4,11,2012,328,47,0
5150,10,4,11,2012,328,47,0
5048,11,4,11,2012,328,47,0
5003,12,4,11,2012,328,47,0
4905,13,4,11,2012,328,47,0
4839,14,4,11,2012,328,47,0
4770,15,4,11,2012,328,47,0
4753,16,4,11,2012,328,47,0
4845,17,4,11,2012,328,47,0
5229,18,4,11,2012,328,47,0
5289,19,4,11,2012,328,47,0
5277,20,4,11,2012,328,47,0
5236,21,4,11,2012,328,47,0
5138,22,4,11,2012,328,47,0
4959,23,4,11,2012,328,47,0
4737,0,5,11,2012,329,47,0
4583,1,5,11,2012,329,47,0
4488,2,5,11,2012,329,47,0
4493,3,5,11,2012,329,47,0
4508,4,5,11,2012,329,47,0
4586,5,5,11,2012,329,47,0
4748,6,5,11,2012,329,47,0
4966,7,5,11,2012,329,47,0
5220,8,5,11,2012,329,47,0
5499,9,5,11,2012,329,47,0
5728,10,5,11,2012,329,47,0
5813,11,5,11,2012,329,47,0
5819,12,5,11,2012,329,47,0
5763,13,5,11,2012,329,47,0
5709,14,5,11,2012,329,47,0
5672,15,5,11,2012,329,47,0
5719,16,5,11,2012,329,47,0
5860,17,5,11,2012,329,47,0
6172,18,5,11,2012,329,47,0
6223,19,5,11,2012,329,47,0
6156,20,5,11,2012,329,47,0
6119,21,5,11,2012,329,47,0
5938,22,5,11,2012,329,47,0
5676,23,5,11,2012,329,47,0
5357,0,6,11,2012,330,47,0
5119,1,6,11,2012,330,47,0
4977,2,6,11,2012,330,47,0
4880,3,6,11,2012,330,47,0
4890,4,6,11,2012,330,47,0
4909,5,6,11,2012,330,47,0
5033,6,6,11,2012,330,47,0
5189,7,6,11,2012,330,47,0
5381,8,6,11,2012,330,47,0
5635,9,6,11,2012,330,47,0
5790,10,6,11,2012,330,47,0
5823,11,6,11,2012,330,47,0
5791,12,6,11,2012,330,47,0
5698,13,6,11,2012,330,47,0
5488,14,6,11,2012,330,47,0
5359,15,6,11,2012,330,47,0
5270,16,6,11,2012,330,47,0
5520,17,6,11,2012,330,47,0
6048,18,6,11,2012,330,47,0
6196,19,6,11,2012,330,47,0
6210,20,6,11,2012,330,47,0
6172,21,6,11,2012,330,47,0
5972,22,6,11,2012,330,47,0
5668,23,6,11,2012,330,47,0
5399,0,0,11,2012,331,48,0
5206,1,0,11,2012,331,48,0
5099,2,0,11,2012,331,48,0
5056,3,0,11,2012,331,48,0
5116,4,0,11,2012,331,48,0
5258,5,0,11,2012,331,48,0
5553,6,0,11,2012,331,48,0
6039,7,0,11,2012,331,48,0
6185,8,0,11,2012,331,48,0
6142,9,0,11,2012,331,48,0
5934,10,0,11,2012,331,48,0
5754,11,0,11,2012,331,48,0
5612,12,0,11,2012,331,48,0
5495,13,0,11,2012,331,48,0
5362,14,0,11,2012,331,48,0
5257,15,0,11,2012,331,48,0
5243,16,0,11,2012,331,48,0
5429,17,0,11,2012,331,48,0
6044,18,0,11,2012,331,48,0
6228,19,0,11,2012,331,48,0
6276,20,0,11,2012,331,48,0
6214,21,0,11,2012,331,48,0
5971,22,0,11,2012,331,48,0
5595,23,0,11,2012,331,48,0
5259,0,1,11,2012,332,48,0
5007,1,1,11,2012,332,48,0
4837,2,1,11,2012,332,48,0
4815,3,1,11,2012,332,48,0
4840,4,1,11,2012,332,48,0
5008,5,1,11,2012,332,48,0
5318,6,1,11,2012,332,48,0
5854,7,1,11,2012,332,48,0
6161,8,1,11,2012,332,48,0
6184,9,1,11,2012,332,48,0
6221,10,1,11,2012,332,48,0
6259,11,1,11,2012,332,48,0
6262,12,1,11,2012,332,48,0
6176,13,1,11,2012,332,48,0
6130,14,1,11,2012,332,48,0
6065,15,1,11,2012,332,48,0
6105,16,1,11,2012,332,48,0
6266,17,1,11,2012,332,48,0
6672,18,1,11,2012,332,48,0
6704,19,1,11,2012,332,48,0
6650,20,1,11,2012,332,48,0
6552,21,1,11,2012,332,48,0
6271,22,1,11,2012,332,48,0
5885,23,1,11,2012,332,48,0
5528,0,2,11,2012,333,48,0
5288,1,2,11,2012,333,48,0
5174,2,2,11,2012,333,48,0
