PJMW_MW,Hour,DayOfWeek,Month,Year,DayOfYear,weekofyear,Is_Holiday
5045,4,0,7,2005,206,30,0
5119,5,0,7,2005,206,30,0
5308,6,0,7,2005,206,30,0
5667,7,0,7,2005,206,30,0
6084,8,0,7,2005,206,30,0
6444,9,0,7,2005,206,30,0
6852,10,0,7,2005,206,30,0
7347,11,0,7,2005,206,30,0
7652,12,0,7,2005,206,30,0
8005,13,0,7,2005,206,30,0
8262,14,0,7,2005,206,30,0
8498,15,0,7,2005,206,30,0
8664,16,0,7,2005,206,30,0
8623,17,0,7,2005,206,30,0
8234,18,0,7,2005,206,30,0
7975,19,0,7,2005,206,30,0
7709,20,0,7,2005,206,30,0
7577,21,0,7,2005,206,30,0
7419,22,0,7,2005,206,30,0
6858,23,0,7,2005,206,30,0
6371,0,1,7,2005,207,30,0
5740,1,1,7,2005,207,30,0
5512,2,1,7,2005,207,30,0
5297,3,1,7,2005,207,30,0
5180,4,1,7,2005,207,30,0
5159,5,1,7,2005,207,30,0
5373,6,1,7,2005,207,30,0
5629,7,1,7,2005,207,30,0
5984,8,1,7,2005,207,30,0
6408,9,1,7,2005,207,30,0
6880,10,1,7,2005,207,30,0
7286,11,1,7,2005,207,30,0
7751,12,1,7,2005,207,30,0
8101,13,1,7,2005,207,30,0
8392,14,1,7,2005,207,30,0
8589,15,1,7,2005,207,30,0
8721,16,1,7,2005,207,30,0
8823,17,1,7,2005,207,30,0
8797,18,1,7,2005,207,30,0
8695,19,1,7,2005,207,30,0
8356,20,1,7,2005,207,30,0
8169,21,1,7,2005,207,30,0
7988,22,1,7,2005,207,30,0
7336,23,1,7,2005,207,30,0
6739,0,2,7,2005,208,30,0
6249,1,2,7,2005,208,30,0
5908,2,2,7,2005,208,30,0
5720,3,2,7,2005,208,30,0
5600,4,2,7,2005,208,30,0
5541,5,2,7,2005,208,30,0
5775,6,2,7,2005,208,30,0
6077,7,2,7,2005,208,30,0
6468,8,2,7,2005,208,30,0
6973,9,2,7,2005,208,30,0
7442,10,2,7,2005,208,30,0
7845,11,2,7,2005,208,30,0
8120,12,2,7,2005,208,30,0
8308,13,2,7,2005,208,30,0
8403,14,2,7,2005,208,30,0
8167,15,2,7,2005,208,30,0
8041,16,2,7,2005,208,30,0
7883,17,2,7,2005,208,30,0
7587,18,2,7,2005,208,30,0
7413,19,2,7,2005,208,30,0
7262,20,2,7,2005,208,30,0
7144,21,2,7,2005,208,30,0
7079,22,2,7,2005,208,30,0
6603,23,2,7,2005,208,30,0
6062,0,3,7,2005,209,30,0
5638,1,3,7,2005,209,30,0
5354,2,3,7,2005,209,30,0
5199,3,3,7,2005,209,30,0
5112,4,3,7,2005,209,30,0
5106,5,3,7,2005,209,30,0
5262,6,3,7,2005,209,30,0
5491,7,3,7,2005,209,30,0
5798,8,3,7,2005,209,30,0
6077,9,3,7,2005,209,30,0
6379,10,3,7,2005,209,30,0
6639,11,3,7,2005,209,30,0
6879,12,3,7,2005,209,30,0
6993,13,3,7,2005,209,30,0
7109,14,3,7,2005,209,30,0
7162,15,3,7,2005,209,30,0
7202,16,3,7,2005,209,30,0
7234,17,3,7,2005,209,30,0
7166,18,3,7,2005,209,30,0
7081,19,3,7,2005,209,30,0
6907,20,3,7,2005,209,30,0
6786,21,3,7,2005,209,30,0
6824,22,3,7,2005,209,30,0
6356,23,3,7,2005,209,30,0
5806,0,4,7,2005,210,30,0
5364,1,4,7,2005,210,30,0
5107,2,4,7,2005,210,30,0
4836,3,4,7,2005,210,30,0
4744,4,4,7,2005,210,30,0
4797,5,4,7,2005,210,30,0
4972,6,4,7,2005,210,30,0
5280,7,4,7,2005,210,30,0
5585,8,4,7,2005,210,30,0
5913,9,4,7,2005,210,30,0
6172,10,4,7,2005,210,30,0
6493,11,4,7,2005,210,30,0
6740,12,4,7,2005,210,30,0
6941,13,4,7,2005,210,30,0
7148,14,4,7,2005,210,30,0
7230,15,4,7,2005,210,30,0
7303,16,4,7,2005,210,30,0
7365,17,4,7,2005,210,30,0
7289,18,4,7,2005,210,30,0
7122,19,4,7,2005,210,30,0
6942,20,4,7,2005,210,30,0
6806,21,4,7,2005,210,30,0
6737,22,4,7,2005,210,30,0
6260,23,4,7,2005,210,30,0
5714,0,5,7,2005,211,30,0
5257,1,5,7,2005,211,30,0
4914,2,5,7,2005,211,30,0
4759,3,5,7,2005,211,30,0
4671,4,5,7,2005,211,30,0
4609,5,5,7,2005,211,30,0
4648,6,5,7,2005,211,30,0
4688,7,5,7,2005,211,30,0
4901,8,5,7,2005,211,30,0
5321,9,5,7,2005,211,30,0
5727,10,5,7,2005,211,30,0
6087,11,5,7,2005,211,30,0
6438,12,5,7,2005,211,30,0
6681,13,5,7,2005,211,30,0
6815,14,5,7,2005,211,30,0
7004,15,5,7,2005,211,30,0
7108,16,5,7,2005,211,30,0
7152,17,5,7,2005,211,30,0
7158,18,5,7,2005,211,30,0
7058,19,5,7,2005,211,30,0
6868,20,5,7,2005,211,30,0
6717,21,5,7,2005,211,30,0
6629,22,5,7,2005,211,30,0
6210,23,5,7,2005,211,30,0
5713,0,6,7,2005,212,30,0
5216,1,6,7,2005,212,30,0
4959,2,6,7,2005,212,30,0
4804,3,6,7,2005,212,30,0
4676,4,6,7,2005,212,30,0
4582,5,6,7,2005,212,30,0
4581,6,6,7,2005,212,30,0
4577,7,6,7,2005,212,30,0
4731,8,6,7,2005,212,30,0
5176,9,6,7,2005,212,30,0
5661,10,6,7,2005,212,30,0
6059,11,6,7,2005,212,30,0
6460,12,6,7,2005,212,30,0
6706,13,6,7,2005,212,30,0
6946,14,6,7,2005,212,30,0
7093,15,6,7,2005,212,30,0
7181,16,6,7,2005,212,30,0
7265,17,6,7,2005,212,30,0
7374,18,6,7,2005,212,30,0
7263,19,6,7,2005,212,30,0
7049,20,6,7,2005,212,30,0
6941,21,6,7,2005,212,30,0
6882,22,6,7,2005,212,30,0
6465,23,6,7,2005,212,30,0
5922,0,0,8,2005,213,31,0
5528,1,0,8,2005,213,31,0
5239,2,0,8,2005,213,31,0
5070,3,0,8,2005,213,31,0
4982,4,0,8,2005,213,31,0
4994,5,0,8,2005,213,31,0
5180,6,0,8,2005,213,31,0
5443,7,0,8,2005,213,31,0
5798,8,0,8,2005,213,31,0
6167,9,0,8,2005,213,31,0
6587,10,0,8,2005,213,31,0
7070,11,0,8,2005,213,31,0
7436,12,0,8,2005,213,31,0
7674,13,0,8,2005,213,31,0
7969,14,0,8,2005,213,31,0
8134,15,0,8,2005,213,31,0
8277,16,0,8,2005,213,31,0
8352,17,0,8,2005,213,31,0
8347,18,0,8,2005,213,31,0
8278,19,0,8,2005,213,31,0
8002,20,0,8,2005,213,31,0
7822,21,0,8,2005,213,31,0
7735,22,0,8,2005,213,31,0
7123,23,0,8,2005,213,31,0
6421,0,1,8,2005,214,31,0
5917,1,1,8,2005,214,31,0
5610,2,1,8,2005,214,31,0
5364,3,1,8,2005,214,31,0
5210,4,1,8,2005,214,31,0
5193,5,1,8,2005,214,31,0
5405,6,1,8,2005,214,31,0
5686,7,1,8,2005,214,31,0
6042,8,1,8,2005,214,31,0
6391,9,1,8,2005,214,31,0
6884,10,1,8,2005,214,31,0
7409,11,1,8,2005,214,31,0
7805,12,1,8,2005,214,31,0
8090,13,1,8,2005,214,31,0
8327,14,1,8,2005,214,31,0
8515,15,1,8,2005,214,31,0
8625,16,1,8,2005,214,31,0
8707,17,1,8,2005,214,31,0
8656,18,1,8,2005,214,31,0
8493,19,1,8,2005,214,31,0
8274,20,1,8,2005,214,31,0
8062,21,1,8,2005,214,31,0
7884,22,1,8,2005,214,31,0
7249,23,1,8,2005,214,31,0
6560,0,2,8,2005,215,31,0
6033,1,2,8,2005,215,31,0
5696,2,2,8,2005,215,31,0
5485,3,2,8,2005,215,31,0
5345,4,2,8,2005,215,31,0
5291,5,2,8,2005,215,31,0
5457,6,2,8,2005,215,31,0
5783,7,2,8,2005,215,31,0
6091,8,2,8,2005,215,31,0
6437,9,2,8,2005,215,31,0
6893,10,2,8,2005,215,31,0
7387,11,2,8,2005,215,31,0
7812,12,2,8,2005,215,31,0
8170,13,2,8,2005,215,31,0
8402,14,2,8,2005,215,31,0
8393,15,2,8,2005,215,31,0
8480,16,2,8,2005,215,31,0
8595,17,2,8,2005,215,31,0
8564,18,2,8,2005,215,31,0
8566,19,2,8,2005,215,31,0
8298,20,2,8,2005,215,31,0
8088,21,2,8,2005,215,31,0
7898,22,2,8,2005,215,31,0
7333,23,2,8,2005,215,31,0
6671,0,3,8,2005,216,31,0
6116,1,3,8,2005,216,31,0
5742,2,3,8,2005,216,31,0
5571,3,3,8,2005,216,31,0
5429,4,3,8,2005,216,31,0
5391,5,3,8,2005,216,31,0
5566,6,3,8,2005,216,31,0
5811,7,3,8,2005,216,31,0
6129,8,3,8,2005,216,31,0
6596,9,3,8,2005,216,31,0
6997,10,3,8,2005,216,31,0
7487,11,3,8,2005,216,31,0
7912,12,3,8,2005,216,31,0
8301,13,3,8,2005,216,31,0
8569,14,3,8,2005,216,31,0
8516,15,3,8,2005,216,31,0
8550,16,3,8,2005,216,31,0
8605,17,3,8,2005,216,31,0
8546,18,3,8,2005,216,31,0
8470,19,3,8,2005,216,31,0
8320,20,3,8,2005,216,31,0
8218,21,3,8,2005,216,31,0
8020,22,3,8,2005,216,31,0
7476,23,3,8,2005,216,31,0
6789,0,4,8,2005,217,31,0
6234,1,4,8,2005,217,31,0
5984,2,4,8,2005,217,31,0
5794,3,4,8,2005,217,31,0
5629,4,4,8,2005,217,31,0
5585,5,4,8,2005,217,31,0
5786,6,4,8,2005,217,31,0
6024,7,4,8,2005,217,31,0
6301,8,4,8,2005,217,31,0
6676,9,4,8,2005,217,31,0
6984,10,4,8,2005,217,31,0
7192,11,4,8,2005,217,31,0
7386,12,4,8,2005,217,31,0
7498,13,4,8,2005,217,31,0
7615,14,4,8,2005,217,31,0
7552,15,4,8,2005,217,31,0
7575,16,4,8,2005,217,31,0
7523,17,4,8,2005,217,31,0
7423,18,4,8,2005,217,31,0
7290,19,4,8,2005,217,31,0
7144,20,4,8,2005,217,31,0
7067,21,4,8,2005,217,31,0
7014,22,4,8,2005,217,31,0
6586,23,4,8,2005,217,31,0
6043,0,5,8,2005,218,31,0
5624,1,5,8,2005,218,31,0
5367,2,5,8,2005,218,31,0
5175,3,5,8,2005,218,31,0
4986,4,5,8,2005,218,31,0
4891,5,5,8,2005,218,31,0
4940,6,5,8,2005,218,31,0
5050,7,5,8,2005,218,31,0
5208,8,5,8,2005,218,31,0
5525,9,5,8,2005,218,31,0
5877,10,5,8,2005,218,31,0
6206,11,5,8,2005,218,31,0
6444,12,5,8,2005,218,31,0
6585,13,5,8,2005,218,31,0
6733,14,5,8,2005,218,31,0
6818,15,5,8,2005,218,31,0
6872,16,5,8,2005,218,31,0
6944,17,5,8,2005,218,31,0
6909,18,5,8,2005,218,31,0
6748,19,5,8,2005,218,31,0
6508,20,5,8,2005,218,31,0
6468,21,5,8,2005,218,31,0
6436,22,5,8,2005,218,31,0
6059,23,5,8,2005,218,31,0
5609,0,6,8,2005,219,31,0
5207,1,6,8,2005,219,31,0
5014,2,6,8,2005,219,31,0
4843,3,6,8,2005,219,31,0
4683,4,6,8,2005,219,31,0
4626,5,6,8,2005,219,31,0
4652,6,6,8,2005,219,31,0
4745,7,6,8,2005,219,31,0
4870,8,6,8,2005,219,31,0
5220,9,6,8,2005,219,31,0
5601,10,6,8,2005,219,31,0
6000,11,6,8,2005,219,31,0
6392,12,6,8,2005,219,31,0
6676,13,6,8,2005,219,31,0
6920,14,6,8,2005,219,31,0
7123,15,6,8,2005,219,31,0
7183,16,6,8,2005,219,31,0
7199,17,6,8,2005,219,31,0
7187,18,6,8,2005,219,31,0
7074,19,6,8,2005,219,31,0
6788,20,6,8,2005,219,31,0
6802,21,6,8,2005,219,31,0
6704,22,6,8,2005,219,31,0
6336,23,6,8,2005,219,31,0
5911,0,0,8,2005,220,32,0
5525,1,0,8,2005,220,32,0
5333,2,0,8,2005,220,32,0
5210,3,0,8,2005,220,32,0
5132,4,0,8,2005,220,32,0
5136,5,0,8,2005,220,32,0
5406,6,0,8,2005,220,32,0
5740,7,0,8,2005,220,32,0
6046,8,0,8,2005,220,32,0
6259,9,0,8,2005,220,32,0
6462,10,0,8,2005,220,32,0
6736,11,0,8,2005,220,32,0
6845,12,0,8,2005,220,32,0
6949,13,0,8,2005,220,32,0
7118,14,0,8,2005,220,32,0
7149,15,0,8,2005,220,32,0
7172,16,0,8,2005,220,32,0
7178,17,0,8,2005,220,32,0
7129,18,0,8,2005,220,32,0
7017,19,0,8,2005,220,32,0
6977,20,0,8,2005,220,32,0
6985,21,0,8,2005,220,32,0
6867,22,0,8,2005,220,32,0
6419,23,0,8,2005,220,32,0
5938,0,1,8,2005,221,32,0
5482,1,1,8,2005,221,32,0
5241,2,1,8,2005,221,32,0
5106,3,1,8,2005,221,32,0
5048,4,1,8,2005,221,32,0
5107,5,1,8,2005,221,32,0
5302,6,1,8,2005,221,32,0
5614,7,1,8,2005,221,32,0
5873,8,1,8,2005,221,32,0
6184,9,1,8,2005,221,32,0
6422,10,1,8,2005,221,32,0
6692,11,1,8,2005,221,32,0
6933,12,1,8,2005,221,32,0
7199,13,1,8,2005,221,32,0
7401,14,1,8,2005,221,32,0
7494,15,1,8,2005,221,32,0
7542,16,1,8,2005,221,32,0
7682,17,1,8,2005,221,32,0
7716,18,1,8,2005,221,32,0
7622,19,1,8,2005,221,32,0
7358,20,1,8,2005,221,32,0
7316,21,1,8,2005,221,32,0
7305,22,1,8,2005,221,32,0
6799,23,1,8,2005,221,32,0
6157,0,2,8,2005,222,32,0
5728,1,2,8,2005,222,32,0
5452,2,2,8,2005,222,32,0
5288,3,2,8,2005,222,32,0
5137,4,2,8,2005,222,32,0
5150,5,2,8,2005,222,32,0
5378,6,2,8,2005,222,32,0
5689,7,2,8,2005,222,32,0
5998,8,2,8,2005,222,32,0
6396,9,2,8,2005,222,32,0
6687,10,2,8,2005,222,32,0
7061,11,2,8,2005,222,32,0
7444,12,2,8,2005,222,32,0
7699,13,2,8,2005,222,32,0
7995,14,2,8,2005,222,32,0
8123,15,2,8,2005,222,32,0
8240,16,2,8,2005,222,32,0
8376,17,2,8,2005,222,32,0
8411,18,2,8,2005,222,32,0
8269,19,2,8,2005,222,32,0
7965,20,2,8,2005,222,32,0
7866,21,2,8,2005,222,32,0
7684,22,2,8,2005,222,32,0
7063,23,2,8,2005,222,32,0
6491,0,3,8,2005,223,32,0
5940,1,3,8,2005,223,32,0
5639,2,3,8,2005,223,32,0
5524,3,3,8,2005,223,32,0
5351,4,3,8,2005,223,32,0
5330,5,3,8,2005,223,32,0
5540,6,3,8,2005,223,32,0
5877,7,3,8,2005,223,32,0
6145,8,3,8,2005,223,32,0
6514,9,3,8,2005,223,32,0
6970,10,3,8,2005,223,32,0
7424,11,3,8,2005,223,32,0
7769,12,3,8,2005,223,32,0
8077,13,3,8,2005,223,32,0
8330,14,3,8,2005,223,32,0
8498,15,3,8,2005,223,32,0
8546,16,3,8,2005,223,32,0
8546,17,3,8,2005,223,32,0
8444,18,3,8,2005,223,32,0
8294,19,3,8,2005,223,32,0
8073,20,3,8,2005,223,32,0
8020,21,3,8,2005,223,32,0
7826,22,3,8,2005,223,32,0
7226,23,3,8,2005,223,32,0
6628,0,4,8,2005,224,32,0
6155,1,4,8,2005,224,32,0
5831,2,4,8,2005,224,32,0
5650,3,4,8,2005,224,32,0
5513,4,4,8,2005,224,32,0
5431,5,4,8,2005,224,32,0
5559,6,4,8,2005,224,32,0
5922,7,4,8,2005,224,32,0
6205,8,4,8,2005,224,32,0
6693,9,4,8,2005,224,32,0
7167,10,4,8,2005,224,32,0
7660,11,4,8,2005,224,32,0
8089,12,4,8,2005,224,32,0
8395,13,4,8,2005,224,32,0
8608,14,4,8,2005,224,32,0
8719,15,4,8,2005,224,32,0
8566,16,4,8,2005,224,32,0
8547,17,4,8,2005,224,32,0
8546,18,4,8,2005,224,32,0
8505,19,4,8,2005,224,32,0
8299,20,4,8,2005,224,32,0
8159,21,4,8,2005,224,32,0
7981,22,4,8,2005,224,32,0
7436,23,4,8,2005,224,32,0
6893,0,5,8,2005,225,32,0
6378,1,5,8,2005,225,32,0
6014,2,5,8,2005,225,32,0
5789,3,5,8,2005,225,32,0
5562,4,5,8,2005,225,32,0
5480,5,5,8,2005,225,32,0
5470,6,5,8,2005,225,32,0
5512,7,5,8,2005,225,32,0
5816,8,5,8,2005,225,32,0
6309,9,5,8,2005,225,32,0
6901,10,5,8,2005,225,32,0
7384,11,5,8,2005,225,32,0
7824,12,5,8,2005,225,32,0
8116,13,5,8,2005,225,32,0
8280,14,5,8,2005,225,32,0
8336,15,5,8,2005,225,32,0
8361,16,5,8,2005,225,32,0
8391,17,5,8,2005,225,32,0
8300,18,5,8,2005,225,32,0
8094,19,5,8,2005,225,32,0
7817,20,5,8,2005,225,32,0
7772,21,5,8,2005,225,32,0
7591,22,5,8,2005,225,32,0
7046,23,5,8,2005,225,32,0
6458,0,6,8,2005,226,32,0
6058,1,6,8,2005,226,32,0
5761,2,6,8,2005,226,32,0
5542,3,6,8,2005,226,32,0
5389,4,6,8,2005,226,32,0
5252,5,6,8,2005,226,32,0
5275,6,6,8,2005,226,32,0
5259,7,6,8,2005,226,32,0
5410,8,6,8,2005,226,32,0
5859,9,6,8,2005,226,32,0
6437,10,6,8,2005,226,32,0
6923,11,6,8,2005,226,32,0
7277,12,6,8,2005,226,32,0
7581,13,6,8,2005,226,32,0
7824,14,6,8,2005,226,32,0
7899,15,6,8,2005,226,32,0
7916,16,6,8,2005,226,32,0
8040,17,6,8,2005,226,32,0
8062,18,6,8,2005,226,32,0
7883,19,6,8,2005,226,32,0
7689,20,6,8,2005,226,32,0
7702,21,6,8,2005,226,32,0
7552,22,6,8,2005,226,32,0
7038,23,6,8,2005,226,32,0
6526,0,0,8,2005,227,33,0
6057,1,0,8,2005,227,33,0
5775,2,0,8,2005,227,33,0
5620,3,0,8,2005,227,33,0
5498,4,0,8,2005,227,33,0
5451,5,0,8,2005,227,33,0
5698,6,0,8,2005,227,33,0
6000,7,0,8,2005,227,33,0
6293,8,0,8,2005,227,33,0
6687,9,0,8,2005,227,33,0
6980,10,0,8,2005,227,33,0
7270,11,0,8,2005,227,33,0
7547,12,0,8,2005,227,33,0
7761,13,0,8,2005,227,33,0
7884,14,0,8,2005,227,33,0
7993,15,0,8,2005,227,33,0
8046,16,0,8,2005,227,33,0
8054,17,0,8,2005,227,33,0
7988,18,0,8,2005,227,33,0
7835,19,0,8,2005,227,33,0
7572,20,0,8,2005,227,33,0
7544,21,0,8,2005,227,33,0
7375,22,0,8,2005,227,33,0
6863,23,0,8,2005,227,33,0
6325,0,1,8,2005,228,33,0
5845,1,1,8,2005,228,33,0
5576,2,1,8,2005,228,33,0
5424,3,1,8,2005,228,33,0
5357,4,1,8,2005,228,33,0
5340,5,1,8,2005,228,33,0
5568,6,1,8,2005,228,33,0
5927,7,1,8,2005,228,33,0
6185,8,1,8,2005,228,33,0
6377,9,1,8,2005,228,33,0
6594,10,1,8,2005,228,33,0
6740,11,1,8,2005,228,33,0
6851,12,1,8,2005,228,33,0
6864,13,1,8,2005,228,33,0
6931,14,1,8,2005,228,33,0
6980,15,1,8,2005,228,33,0
6929,16,1,8,2005,228,33,0
6954,17,1,8,2005,228,33,0
6928,18,1,8,2005,228,33,0
6813,19,1,8,2005,228,33,0
6714,20,1,8,2005,228,33,0
6795,21,1,8,2005,228,33,0
6698,22,1,8,2005,228,33,0
6284,23,1,8,2005,228,33,0
5776,0,2,8,2005,229,33,0
5369,1,2,8,2005,229,33,0
5127,2,2,8,2005,229,33,0
4996,3,2,8,2005,229,33,0
4894,4,2,8,2005,229,33,0
4984,5,2,8,2005,229,33,0
5170,6,2,8,2005,229,33,0
5466,7,2,8,2005,229,33,0
5790,8,2,8,2005,229,33,0
6026,9,2,8,2005,229,33,0
6292,10,2,8,2005,229,33,0
6600,11,2,8,2005,229,33,0
6892,12,2,8,2005,229,33,0
7108,13,2,8,2005,229,33,0
7324,14,2,8,2005,229,33,0
7538,15,2,8,2005,229,33,0
7645,16,2,8,2005,229,33,0
7770,17,2,8,2005,229,33,0
7783,18,2,8,2005,229,33,0
7679,19,2,8,2005,229,33,0
7398,20,2,8,2005,229,33,0
7290,21,2,8,2005,229,33,0
7096,22,2,8,2005,229,33,0
6527,23,2,8,2005,229,33,0
5947,0,3,8,2005,230,33,0
5489,1,3,8,2005,230,33,0
5223,2,3,8,2005,230,33,0
5044,3,3,8,2005,230,33,0
4933,4,3,8,2005,230,33,0
4923,5,3,8,2005,230,33,0
5183,6,3,8,2005,230,33,0
5479,7,3,8,2005,230,33,0
5741,8,3,8,2005,230,33,0
6018,9,3,8,2005,230,33,0
6409,10,3,8,2005,230,33,0
6761,11,3,8,2005,230,33,0
7072,12,3,8,2005,230,33,0
7331,13,3,8,2005,230,33,0
7544,14,3,8,2005,230,33,0
7624,15,3,8,2005,230,33,0
7581,16,3,8,2005,230,33,0
7533,17,3,8,2005,230,33,0
7448,18,3,8,2005,230,33,0
7273,19,3,8,2005,230,33,0
7096,20,3,8,2005,230,33,0
7141,21,3,8,2005,230,33,0
6983,22,3,8,2005,230,33,0
6523,23,3,8,2005,230,33,0
5982,0,4,8,2005,231,33,0
5561,1,4,8,2005,231,33,0
5319,2,4,8,2005,231,33,0
5218,3,4,8,2005,231,33,0
5153,4,4,8,2005,231,33,0
5173,5,4,8,2005,231,33,0
5385,6,4,8,2005,231,33,0
5767,7,4,8,2005,231,33,0
6071,8,4,8,2005,231,33,0
6311,9,4,8,2005,231,33,0
6518,10,4,8,2005,231,33,0
6709,11,4,8,2005,231,33,0
6828,12,4,8,2005,231,33,0
7005,13,4,8,2005,231,33,0
7140,14,4,8,2005,231,33,0
7263,15,4,8,2005,231,33,0
7318,16,4,8,2005,231,33,0
7320,17,4,8,2005,231,33,0
7274,18,4,8,2005,231,33,0
7198,19,4,8,2005,231,33,0
7043,20,4,8,2005,231,33,0
7052,21,4,8,2005,231,33,0
6915,22,4,8,2005,231,33,0
6480,23,4,8,2005,231,33,0
6024,0,5,8,2005,232,33,0
5579,1,5,8,2005,232,33,0
5366,2,5,8,2005,232,33,0
5149,3,5,8,2005,232,33,0
5018,4,5,8,2005,232,33,0
4949,5,5,8,2005,232,33,0
5051,6,5,8,2005,232,33,0
5134,7,5,8,2005,232,33,0
5280,8,5,8,2005,232,33,0
5685,9,5,8,2005,232,33,0
6220,10,5,8,2005,232,33,0
6650,11,5,8,2005,232,33,0
6994,12,5,8,2005,232,33,0
7286,13,5,8,2005,232,33,0
7491,14,5,8,2005,232,33,0
7665,15,5,8,2005,232,33,0
7768,16,5,8,2005,232,33,0
7828,17,5,8,2005,232,33,0
7819,18,5,8,2005,232,33,0
7655,19,5,8,2005,232,33,0
7344,20,5,8,2005,232,33,0
7191,21,5,8,2005,232,33,0
6942,22,5,8,2005,232,33,0
6531,23,5,8,2005,232,33,0
6055,0,6,8,2005,233,33,0
5656,1,6,8,2005,233,33,0
5421,2,6,8,2005,233,33,0
5257,3,6,8,2005,233,33,0
5086,4,6,8,2005,233,33,0
5003,5,6,8,2005,233,33,0
5056,6,6,8,2005,233,33,0
5075,7,6,8,2005,233,33,0
5206,8,6,8,2005,233,33,0
5709,9,6,8,2005,233,33,0
6224,10,6,8,2005,233,33,0
6616,11,6,8,2005,233,33,0
6912,12,6,8,2005,233,33,0
7104,13,6,8,2005,233,33,0
7206,14,6,8,2005,233,33,0
7264,15,6,8,2005,233,33,0
7354,16,6,8,2005,233,33,0
7459,17,6,8,2005,233,33,0
7414,18,6,8,2005,233,33,0
7240,19,6,8,2005,233,33,0
7041,20,6,8,2005,233,33,0
6920,21,6,8,2005,233,33,0
6688,22,6,8,2005,233,33,0
6193,23,6,8,2005,233,33,0
5742,0,0,8,2005,234,34,0
5364,1,0,8,2005,234,34,0
5017,2,0,8,2005,234,34,0
4916,3,0,8,2005,234,34,0
4856,4,0,8,2005,234,34,0
4872,5,0,8,2005,234,34,0
5070,6,0,8,2005,234,34,0
5460,7,0,8,2005,234,34,0
5757,8,0,8,2005,234,34,0
6027,9,0,8,2005,234,34,0
6416,10,0,8,2005,234,34,0
6713,11,0,8,2005,234,34,0
6999,12,0,8,2005,234,34,0
7108,13,0,8,2005,234,34,0
7214,14,0,8,2005,234,34,0
7297,15,0,8,2005,234,34,0
7398,16,0,8,2005,234,34,0
7440,17,0,8,2005,234,34,0
7382,18,0,8,2005,234,34,0
7213,19,0,8,2005,234,34,0
6934,20,0,8,2005,234,34,0
6928,21,0,8,2005,234,34,0
6708,22,0,8,2005,234,34,0
6144,23,0,8,2005,234,34,0
5636,0,1,8,2005,235,34,0
5200,1,1,8,2005,235,34,0
5012,2,1,8,2005,235,34,0
4814,3,1,8,2005,235,34,0
4713,4,1,8,2005,235,34,0
4787,5,1,8,2005,235,34,0
5008,6,1,8,2005,235,34,0
5328,7,1,8,2005,235,34,0
5600,8,1,8,2005,235,34,0
5858,9,1,8,2005,235,34,0
6064,10,1,8,2005,235,34,0
6295,11,1,8,2005,235,34,0
6552,12,1,8,2005,235,34,0
6692,13,1,8,2005,235,34,0
6842,14,1,8,2005,235,34,0
6967,15,1,8,2005,235,34,0
7017,16,1,8,2005,235,34,0
7021,17,1,8,2005,235,34,0
6978,18,1,8,2005,235,34,0
6849,19,1,8,2005,235,34,0
6643,20,1,8,2005,235,34,0
6779,21,1,8,2005,235,34,0
6572,22,1,8,2005,235,34,0
6068,23,1,8,2005,235,34,0
5527,0,2,8,2005,236,34,0
5153,1,2,8,2005,236,34,0
4874,2,2,8,2005,236,34,0
4788,3,2,8,2005,236,34,0
4731,4,2,8,2005,236,34,0
4746,5,2,8,2005,236,34,0
4914,6,2,8,2005,236,34,0
5385,7,2,8,2005,236,34,0
5557,8,2,8,2005,236,34,0
5706,9,2,8,2005,236,34,0
5964,10,2,8,2005,236,34,0
6208,11,2,8,2005,236,34,0
6423,12,2,8,2005,236,34,0
6535,13,2,8,2005,236,34,0
6706,14,2,8,2005,236,34,0
6860,15,2,8,2005,236,34,0
6954,16,2,8,2005,236,34,0
7037,17,2,8,2005,236,34,0
7077,18,2,8,2005,236,34,0
6941,19,2,8,2005,236,34,0
6748,20,2,8,2005,236,34,0
6737,21,2,8,2005,236,34,0
6556,22,2,8,2005,236,34,0
6055,23,2,8,2005,236,34,0
5503,0,3,8,2005,237,34,0
5068,1,3,8,2005,237,34,0
4839,2,3,8,2005,237,34,0
4724,3,3,8,2005,237,34,0
4658,4,3,8,2005,237,34,0
4665,5,3,8,2005,237,34,0
4923,6,3,8,2005,237,34,0
5313,7,3,8,2005,237,34,0
5544,8,3,8,2005,237,34,0
5750,9,3,8,2005,237,34,0
6017,10,3,8,2005,237,34,0
6291,11,3,8,2005,237,34,0
6531,12,3,8,2005,237,34,0
6681,13,3,8,2005,237,34,0
6907,14,3,8,2005,237,34,0
7057,15,3,8,2005,237,34,0
7110,16,3,8,2005,237,34,0
7128,17,3,8,2005,237,34,0
7081,18,3,8,2005,237,34,0
6960,19,3,8,2005,237,34,0
6783,20,3,8,2005,237,34,0
6846,21,3,8,2005,237,34,0
6637,22,3,8,2005,237,34,0
6116,23,3,8,2005,237,34,0
5582,0,4,8,2005,238,34,0
5215,1,4,8,2005,238,34,0
4993,2,4,8,2005,238,34,0
4872,3,4,8,2005,238,34,0
4778,4,4,8,2005,238,34,0
4820,5,4,8,2005,238,34,0
5087,6,4,8,2005,238,34,0
5504,7,4,8,2005,238,34,0
5677,8,4,8,2005,238,34,0
5909,9,4,8,2005,238,34,0
6044,10,4,8,2005,238,34,0
